doi,title,abstract,publication_date
10.1007/978-3-642-03331-5_1,Grundlagen und intraprozedurale Optimierung,,2016-03-20
10.1145/1244381.1244383,XML graphs in program analysis,,2013-03-20
10.1201/9781420040579.ch1,Data Flow Analysis,,2020-03-20
10.1145/1863543.1863554,Polyvariant flow analysis with higher-ranked polymorphic types and higher-order effect operators,,2017-03-20
10.1007/978-3-642-03237-0_17,Type Analysis for JavaScript,,2017-03-20
10.1145/3360566,Static analysis with demand-driven value refinement,,2019-03-20
10.1109/ETFA.2008.4638537,Function blocks for decentralised analysis of product flow paths,,2011-03-20
10.5445/KSP/1000016551,Tool-supported identification of functional concerns in object-oriented code,,2017-03-20
10.1109/APSEC.2017.8,A Framework for Array Invariants Synthesis in Induction-Loop Programs,,2017-03-20
10.1007/s10990-005-7005-6,Transformational Derivation of an Improved Alias Analysis Algorithm,,2011-03-20
10.14722/NDSS.2018.23326,K-Miner: Uncovering Memory Corruption in Linux,,2018-03-20
10.1109/TSE.2018.2869336,Value-Flow-Based Demand-Driven Pointer Analysis for C and C++,,2015-03-20
10.1007/978-3-642-19718-5_11,Dataflow Analysis for Datarace-Free Programs,,2018-03-20
10.4230/LIPIcs.ECOOP.2020.16,Value Partitioning: A Lightweight Approach to Relational Static Analysis for JavaScript,,2014-03-20
10.1145/3236454.3236500,The secret sauce in efficient and precise static analysis: the beauty of distributive  summary-based static analyses (and how to master them),,2013-03-20
10.1145/3183399.3183401,Self-Adaptive Static Analysis,,2013-03-20
10.1007/978-3-662-58771-3_15,A fix-point characterization of Herbrand equivalence of expressions in data flow frameworks,,2016-03-20
10.1504/IJBPIM.2009.026985,Advanced Verification of Distributed WS-BPEL Business Processes Incorporating CSSA-based Data Flow Analysis,,2012-03-20
10.1007/978-3-642-19718-5_6,Transfer Function Synthesis without Quantifier Elimination,,2012-03-20
10.1145/1926385.1926457,A technique for the effective and automatic reuse of classical compiler optimizations on multithreaded code,,2020-03-20
10.1145/1542431.1542443,Efficient alias set analysis using SSA form,,2012-03-20
10.1007/BF02242267,A region analysis algorithm for the live variables problem,,2017-03-20
10.1145/2908080.2908096,From Datalog to flix: a declarative language for fixed points on lattices,,2017-03-20
10.1007/978-1-4471-4156-3_4,A First-Order Functional Language,,
10.1007/978-3-642-21461-5_9,Galois Connections for Flow Algebras,,2015-03-20
10.22028/D291-26417,Timing model derivation: static analysis of hardware description languages,,2020-03-20
10.18419/OPUS-2661,Kombinierte statische Ermittlung von Zeigerzielen  Kontroll- und Datenfluss,,2017-03-20
10.22028/D291-25730,A demand-driven solver for constraint-based control flow analysis,,2014-03-20
10.1109/ICDCS47774.2020.00013,PrivacyScope: Automatic Analysis of Private Data Leakage in TEE-Protected Applications,,2019-03-20
10.1007/BF03180570,A security flow control algorithm and its denotational semantics correctness proof,,2015-03-20
10.1023/A:1008186323068,Efficient and Precise Cache Behavior Prediction for Real-Time Systems,,2017-03-20
10.1007/978-3-642-38853-8_20,Formal Verification of Concurrent Embedded Software,,2017-03-20
10.1145/2535838.2535843,Abstract acceleration of general linear loops,,2019-03-20
10.1145/3428236,Eliminating abstraction overhead of Java stream pipelines using ahead-of-time program optimization,,2018-03-20
10.1145/1449764.1449772,Mixing source and bytecode: a case for compilation by normalization,,2019-03-20
10.1145/1857914.1857917,Newtonian program analysis,,2020-03-20
10.1007/978-3-642-15769-1_20,Interprocedural Analysis with Lazy Propagation,,2014-03-20
10.1007/978-3-642-11970-5_8,Practical Extensions to the IFDS Algorithm,,2020-03-20
10.1145/2590811,Global Sparse Analysis Framework,,2011-03-20
10.1007/978-3-540-40018-9_10,Using Locality of Flow in Dataflow Analyses,,2013-03-20
10.1145/2245276.2231982,Precise shape analysis using field sensitivity,,2014-03-20
10.1145/3024084,Newtonian Program Analysis via Tensor Product,,2012-03-20
10.1145/1929954.1929955,Modal abstractions of concurrent behavior,,2018-03-20
10.1007/978-3-642-54013-4_26,Widening for Control-Flow,,2019-03-20
10.1145/1375581.1375620,Dataflow analysis for concurrent programs using datarace detection,,2016-03-20
10.1007/b94290,Programming Languages and Systems,,2017-03-20
10.1080/03081079.2012.757437,Automated formal analysis and verification: an overview,,2012-03-20
10.4230/LIPIcs.FSCD.2020.15,Data-Flow Analyses as Effects and Graded Monads,,2011-03-20
10.1016/J.SCICO.2006.03.007,Abstract interpretation of combinational asynchronous circuits,,2013-03-20
10.1109/HSC.2000.843717,Task response time optimization using cost-based operation motion,,2019-03-20
10.1145/3338906.3338933,Nodest: feedback-driven static analysis of Node.js applications,,2018-03-20
10.1109/ASWEC.2007.7,A Kleene Algebra Framework for Data Flow Analysis,,2020-03-20
10.1023/A:1014535317056,Data-Flow Frameworks for Worst-Case Execution Time Analysis,,2013-03-20
10.1145/2535838.2535842,Freeze after writing: quasi-deterministic parallel programming with LVars,,2016-03-20
10.1145/2508859.2516721,Relational abstract interpretation for the verification of 2-hypersafety properties,,2017-03-20
10.1007/978-3-540-30579-8_6,Checking Herbrand Equalities and Beyond,,2013-03-20
10.2200/S00260ED1V01Y201003SPT002,Analysis Techniques for Information Security,,2019-03-20
10.4230/LIPIcs.ECOOP.2020.24,Flow-Sensitive Type-Based Heap Cloning,,2012-03-20
10.1145/3014427,Programs from Proofs,,2017-03-20
10.17877/DE290R-16409,Tight integration of cache  path and task-interference modeling for the analysis of hard real time systems,,2017-03-20
10.1007/978-3-540-77050-3_4,Program Analysis Using Weighted Pushdown Systems,,2016-03-20
10.1109/OPCS.2019.8880185,Academician Andrei Ershov and Graphs in Programming,,2015-03-20
10.1016/j.cola.2019.100924,FlowSpec: A declarative specification language for intra-procedural flow-Sensitive data-flow analysis,,2018-03-20
10.1016/j.scico.2013.09.016,Abstract acceleration in linear relation analysis,,2015-03-20
10.1109/ICSE.2015.64,Safe Memory-Leak Fixing for C Programs,,2017-03-20
10.29007/6PSR,Program Analysis is Harder than Verification: A Computability Perspective,,2017-03-20
10.1007/978-3-642-14808-8_1,Invariants and Well-Foundedness in Program Algebra,,2020-03-20
10.1007/11901433_21,Reasoning Algebraically About Probabilistic Loops,,2011-03-20
10.14279/TUJ.ECEASST.53.792.791,Fractional permissions and non-deterministic evaluators in interval temporal logic,,2012-03-20
10.1007/10722010_9,On Guarded Commands with Fair Choice,,2014-03-20
10.14279/tuj.eceasst.53.792,Fractional Permissions and Non-Deterministic Evaluators in Interval Temporal Logic,,2020-03-20
10.1007/978-3-642-16265-7_7,Creating Sequential Programs from Event-B Models,,2019-03-20
10.1007/978-3-319-10882-7,Theoretical Aspects of Computing – ICTAC 2014,,2018-03-20
10.1007/s00165-012-0260-5,Derivation of concurrent programs by stepwise scheduling of Event-B models,,2015-03-20
10.1007/978-3-030-31038-7_4,Connecting Fixpoints of Computations with Strict Progress,,2019-03-20
10.1007/978-3-319-10882-7_10,Reasoning Algebraically About Refinement on TSO Architectures,,2015-03-20
10.1049/ip-sen:20010834,Semantic characterisation of dead control-flow paths,,2017-03-20
10.1016/j.entcs.2008.06.004,An Algebraic Approach to Refinement with Fair Choice,,2012-03-20
10.14279/tuj.eceasst.66.889,Simplifying proofs of linearisability using layers of abstraction,,2011-03-20
10.1007/978-3-642-33314-9_2,Unifying Lazy and Strict Computations,,2012-03-20
10.1007/BFb0055150,A Tool for Data Refinement,,2018-03-20
10.1007/10722010_4,Separation and Reduction,,2016-03-20
10.1016/j.scico.2013.08.009,Deriving real-time action systems with multiple time bands using algebraic reasoning,,2019-03-20
10.1016/j.jlamp.2015.11.009,An algebraic approach to computations with progress,,2018-03-20
10.1007/978-3-642-33296-8_14,Verification Rules for Exception Handling in Eiffel,,2014-03-20
10.1007/s00165-016-0384-0,Generalised rely-guarantee concurrency: an algebraic foundation,,2015-03-20
10.1007/11783596_23,Refinement Algebra with Operators for Enabledness and Termination,,2019-03-20
10.1016/j.scico.2007.11.004,Enabledness and termination in refinement algebra,,2013-03-20
10.1007/3-540-48118-4_27,Reasoning About Interactive Systems,,2017-03-20
10.1016/j.tcs.2005.08.003,A theory for execution-time derivation in real-time programs,,2013-03-20
10.1007/978-3-540-79980-1_25,Domain Axioms for a Family of Near-Semirings,,2014-03-20
10.1016/j.entcs.2008.02.020,Refinement Algebra for Probabilistic Programs,,2015-03-20
10.3217/jucs-010-10-1429,Synchronization Can Improve Reactive Systems Control and Modularity,,2015-03-20
10.4204/EPTCS.55.11,Concurrent Scheduling of Event-B Models,,2014-03-20
10.1007/s00165-009-0111-1,Refinement algebra for probabilistic programs,,2014-03-20
10.1109/APSEC.2003.1254398,Reasoning about pointers in refinement calculus,,2013-03-20
10.1007/978-3-540-39893-6_1,Programs as Paths: An Approach to Timing Constraint Analysis,,2017-03-20
10.1007/11783596_19,Continuous Action System Refinement,,2011-03-20
10.1007/3-540-45442-X_14,From Kleene Algebra to Refinement Algebra,,2014-03-20
10.1016/j.jlamp.2014.08.001,Infinite executions of lazy and strict computations,,2016-03-20
10.1109/ASWEC.2009.12,Enforcing Safety and Progress Properties: An Approach to Concurrent Program Derivation,,2014-03-20
10.1007/10722010,Mathematics of Program Construction,,2017-03-20
10.4204/EPTCS.115.2,Data refinement for true concurrency,,2013-03-20
10.1016/j.entcs.2008.02.021,Can Refinement be Automated?,,2016-03-20
10.1007/978-3-030-43520-2,Relational and Algebraic Methods in Computer Science: 18th International Conference  RAMiCS 2020  Palaiseau  France  October 26–29  2020  Proceedings,,2011-03-20
10.1007/978-3-030-43520-2_9,Verifying the Correctness of Disjoint-Set Forests with Kleene Relation Algebras,,2019-03-20
10.1007/s00236-012-0162-2,Algebras for iteration and infinite computations,,2014-03-20
10.1007/s10472-009-9151-8,Automated verification of refinement laws,,2012-03-20
10.1142/S0129054116500349,State Complexity of Insertion,,2019-03-20
10.1007/978-3-319-94631-3_19,Further Closure Properties of Input-Driven Pushdown Automata,,2011-03-20
10.1007/978-3-319-98654-8_18,Site-Directed Deletion,,2017-03-20
10.1016/j.tcs.2019.04.006,Further closure properties of input-driven pushdown automata,,2011-03-20
10.1007/978-3-319-98654-8_21,A General Approach to State Complexity of Operations: Formalization and Limitations,,2020-03-20
10.1111/POMS.12588,Analyzing the Effect of Express Orders on Supply Chain Costs and Delivery Times,,2014-03-20
10.1007/s11134-016-9474-1,Invariance of workload in queueing systems,,2018-03-20
10.1002/9780470400531.EORMS0879,The G/G/s Queue,,2014-03-20
10.1109/ICEBE.2010.38,Prioritizing Service Requests on Cloud with Multi-tenancy,,2017-03-20
10.1007/BF02412247,Delay analysis of discrete-time priority queue with structured inputs,,2017-03-20
10.1007/s11134-017-9515-4,A general workload conservation law with applications to queueing systems,,2012-03-20
10.1007/978-3-642-10631-6_84,Deletion without Rebalancing in Multiway Search Trees,,2012-03-20
10.1145/2540068,Deletion without rebalancing in multiway search trees,,2019-03-20
10.1007/978-3-642-35873-9_15,Robustness Analysis of Networked Systems,,2015-03-20
10.4230/LIPIcs.FSTTCS.2014.431,Lipschitz Robustness of Finite-state Transducers,,2015-03-20
10.1109/TSE.2015.2510001,A Game-Theoretic Foundation for the Maximum Software Resilience against Dense Errors,,2013-03-20
10.1145/3055004.3055014,Enhancing Tolerance to Unexpected Jumps in GR(1) Games,,2020-03-20
10.1109/JPROC.2015.2453253,A Platform-Based Design Methodology With Contracts and Related Tools for the Design of Cyber-Physical Systems,,2018-03-20
10.1145/3359986.3361213,Logical specification and uniform synthesis of robust controllers,,2012-03-20
10.1007/978-3-319-49052-6\_9,Synthesis of Admissible Shields,,2017-03-20
10.4230/LIPIcs.MFCS.2017.39,Faster Algorithms for Mean-Payoff Parity Games,,2015-03-20
10.1007/978-3-030-17465-1_13,Environmentally-friendly GR(1) Synthesis,,2018-03-20
10.1007/978-3-030-01090-4_18,Accelerated Model Checking of Parametric Markov Chains,,2015-03-20
10.1007/978-3-642-27940-9_28,Synthesizing Efficient Controllers,,2019-03-20
10.1145/2897667.2897672,Simple Synthesis of Reactive Systems with Tolerance for Unexpected Environmental Behavior,,2011-03-20
10.4230/LIPIcs.CSL.2018.34,Synthesizing Optimally Resilient Controllers,,2013-03-20
10.1016/j.ic.2020.104596,Quantitative reductions and vertex-ranked infinite games,,2016-03-20
10.4204/EPTCS.232.7,Output Feedback Controller Design with Symbolic Observers for Cyber-physical Systems,,2013-03-20
10.1145/2968478.2968499,Synthesizing time-triggered schedules for switched networks with faulty links,,2018-03-20
10.1145/2461328.2461380,Iterative temporal motion planning for hybrid systems in partially unknown environments,,2016-03-20
10.1007/978-3-662-49122-5_12,Lipschitz Robustness of Timed I/O Systems,,2020-03-20
10.1007/s00224-015-9658-9,Multi-weighted Automata and MSO Logic,,2013-03-20
10.1109/LICS.2012.30,Mean-Payoff Pushdown Games,,2013-03-20
10.4230/LIPIcs.MFCS.2020.74,Optimally Resilient Strategies in Pushdown Safety Games,,2016-03-20
10.1007/978-3-319-24953-7_29,Cooperative Reactive Synthesis,,2014-03-20
10.1109/CDC.2013.6760490,A symbolic approach to the design of robust cyber-physical systems,,2012-03-20
10.1007/s00450-013-0251-7,Quantitative reactive modeling and verification,,2019-03-20
10.1145/2562059.2562128,Resilience to intermittent assumption violations in reactive synthesis,,2020-03-20
10.1007/978-3-319-49052-6_9,Synthesis of Admissible Shields,,2020-03-20
10.23919/FMCAD.2019.8894276,Synthesizing Reactive Systems Using Robustness and Recovery Specifications,,2014-03-20
10.1007/978-3-319-21690-4_9,Faster Algorithms for Quantitative Verification in Constant Treewidth Graphs,,2018-03-20
10.1631/fitee.2000203,Decentralized runtime enforcement for robotic swarms,,2019-03-20
10.1007/978-3-030-41600-3,Verified Software. Theories  Tools  and Experiments: 11th International Conference  VSTTE 2019  New York City  NY  USA  July 13–14  2019  Revised Selected Papers,,2019-03-20
10.1007/978-3-319-34171-2_1,On High-Quality Synthesis,,2015-03-20
10.1145/3064899.3064908,Synthesis of Railway-Signaling Plans using Reachability Games,,2014-03-20
10.1145/3302504.3311812,Evrostos: the rLTL verifier,,2012-03-20
10.1145/3121408,The Complexity of Mean-Payoff Pushdown Games,,2011-03-20
10.1007/978-3-662-49674-9_1,Robots at the Edge of the Cloud,,2011-03-20
10.1145/2699430,Measuring and Synthesizing Systems in Probabilistic Environments,,2012-03-20
10.1007/s00236-019-00345-7,Synthesizing optimally resilient controllers,,2018-03-20
10.1145/2676726.2676968,Quantitative Interprocedural Analysis,,2012-03-20
10.1007/978-3-319-52234-0_4,Synthesizing Non-Vacuous Systems,,2011-03-20
10.1109/TRO.2016.2544339,Iterative Temporal Planning in Uncertain Environments With Partial Satisfaction Guarantees,,2013-03-20
10.1007/978-3-319-02444-8_30,Robustness Analysis of String Transducers,,2013-03-20
